Gender,Dependant,Is_Employed,Is_Medically_Insured,Visit_Gym,Week_Days_sleep_time_avg,Weekends_sleep_time_avg,Age_group,Body_Composition,Educational_Level,Economic_Status,Duration_of_daily_exercise,Duration_of_daily_walking,Smoking_Habit,Habit_of_Snus,Habit_of_Paan_Masala,Habit_of_Alcohol,Habit_of_Energy_Drinks,Mobile_Application_for_Activity_Tracking,Mobile_Application_for_Diet_Tracking,Social_Participation_Type,Social_Participation_Duration,Consumption_of_Vegetables,Consumption_of_Fruits,Consumption_of_Junk_Fried_Foods,Consumption_of_Sweets,Consumption_of_Red_Meat,Consumption_of_BBQ_Foods,Consumption_of_Discritionary_Foods,Existing_Health_Problems,Hospitalization_History,Regular_Physician_Consultation,Negative_Lifestyle,Skipping_Diet,Food_Type,WFH_for_COVID,Sedentary_Lifestyle_due_to_COVID,Unhealthy_Lifestyle_due_to_COVID,Addiction_due_to_COVID,Depressive_State,class
0,1,4,0,1,9,9,0,2,2,1,2,0,1,0,2,2,0,0,0,1,0,0,0,2,1,2,2,2,14,0,0,0,1,0,0,1,0,0,0,3
0,3,4,0,1,9,9,0,3,4,0,2,0,1,0,2,2,0,0,0,1,0,0,0,2,1,2,2,2,14,0,0,0,1,0,0,0,0,0,0,3
0,2,4,0,0,9,10,0,3,4,1,2,0,1,0,2,2,0,0,0,1,0,0,0,2,1,2,2,2,14,0,0,0,1,0,2,0,0,0,0,3
0,2,4,0,0,7,6,0,3,4,1,2,0,2,0,2,2,2,0,0,1,0,0,0,2,1,1,2,2,35,0,0,1,2,0,0,0,0,0,0,3
1,2,2,1,0,7,8,0,3,4,1,0,0,1,0,2,2,2,0,0,1,0,0,0,2,1,1,2,2,1,0,1,1,1,0,2,0,0,0,1,3
1,2,2,1,0,10,8,0,3,4,1,0,0,0,0,2,1,2,0,0,1,0,0,0,2,0,2,2,2,14,0,0,0,1,0,2,1,0,0,0,3
1,2,2,1,0,10,8,0,3,4,1,2,0,0,0,2,1,2,0,0,1,0,0,0,2,0,2,2,2,1,0,1,1,1,0,2,0,0,0,0,3
1,2,2,1,0,8,8,0,3,5,1,2,0,0,0,0,0,2,0,0,1,0,0,0,2,0,2,2,2,14,0,0,0,1,0,2,0,0,0,1,3
1,2,2,1,0,8,10,0,3,4,1,2,0,0,0,0,0,2,0,0,1,0,0,0,2,0,2,2,2,1,0,0,1,1,0,2,0,0,0,0,3
1,2,2,1,0,8,8,0,2,4,1,2,0,0,0,0,0,2,0,0,1,0,0,0,2,0,2,2,2,14,0,0,0,1,0,2,0,0,0,1,3
1,1,2,1,0,8,8,0,2,4,1,2,0,0,0,0,0,2,0,0,1,0,0,0,2,2,2,2,2,14,0,0,0,1,0,2,0,0,0,0,3
1,1,2,1,0,9,5,0,3,4,1,2,0,1,1,0,1,2,0,0,1,0,0,0,2,2,2,2,2,35,0,0,0,2,0,2,0,1,0,1,3
1,1,0,1,0,9,8,0,3,5,1,2,0,1,0,0,1,2,0,0,1,0,0,0,2,2,1,1,2,14,0,0,0,1,0,0,0,1,0,0,3
1,1,0,1,0,9,8,0,3,5,1,2,0,2,0,1,1,2,0,0,1,0,0,0,2,2,2,2,2,14,0,0,0,1,0,0,0,0,0,1,3
1,1,10,0,1,8,7,0,3,5,1,2,0,1,0,1,2,2,0,0,1,0,0,0,0,2,2,1,2,14,0,0,0,1,0,2,0,0,0,1,3
1,2,0,0,1,8,8,0,3,5,1,2,0,2,0,1,2,2,0,0,1,0,0,0,0,2,2,1,2,14,0,0,0,1,0,2,0,0,0,1,3
1,2,0,0,1,8,8,0,3,4,1,2,0,2,0,1,2,2,0,0,1,0,0,0,0,2,2,1,2,14,0,0,0,1,0,2,0,0,0,1,3
1,3,0,0,1,8,8,0,3,4,1,2,0,2,0,1,2,2,0,0,1,0,0,0,2,2,1,1,2,14,0,0,0,1,1,2,0,0,0,1,3
1,2,0,0,1,8,8,0,3,4,1,2,0,2,0,1,2,2,0,0,1,0,0,0,2,2,2,2,2,14,0,0,0,1,0,2,0,0,0,1,3
1,2,0,0,0,8,8,0,3,2,1,0,0,2,0,1,2,2,0,0,1,0,0,0,2,2,2,2,2,14,0,0,0,1,1,2,0,0,0,0,3
1,2,2,0,0,8,8,0,3,2,1,0,0,1,0,1,2,2,0,0,1,0,0,0,2,2,2,2,2,14,0,0,0,1,0,2,0,0,0,0,3
1,1,2,1,1,8,8,0,3,2,1,0,0,1,0,2,2,2,0,0,1,0,0,0,2,2,2,2,2,14,0,0,0,1,0,2,0,0,0,0,3
1,1,2,1,1,8,8,0,3,2,1,0,0,1,0,2,2,2,0,0,1,0,0,0,2,0,1,1,2,14,0,0,0,1,0,2,0,0,0,0,3
1,1,2,1,0,8,8,0,3,2,1,2,0,1,0,2,2,2,0,0,1,0,0,0,2,0,1,1,2,14,0,0,0,1,1,2,0,0,0,0,3
1,2,0,1,0,8,8,0,3,4,1,2,0,1,0,2,1,2,0,0,1,0,0,0,2,0,2,2,2,14,0,0,0,1,0,0,0,0,0,0,3
1,3,0,1,0,8,8,0,3,4,1,2,0,1,0,2,1,2,0,0,1,0,0,2,2,2,2,1,2,14,0,0,0,1,0,0,0,0,0,0,3
1,1,0,1,0,8,8,0,3,4,1,2,0,1,0,2,1,2,0,0,1,0,0,2,2,2,2,1,2,0,1,1,0,1,0,0,0,1,0,0,1
1,2,8,0,0,8,8,0,3,0,1,2,0,1,0,2,1,2,0,0,1,0,0,2,2,2,2,1,2,14,0,0,0,1,0,0,0,0,0,0,3
1,3,2,0,1,8,8,0,3,4,1,2,0,2,0,2,1,2,0,0,1,0,0,0,2,2,2,1,2,14,0,0,0,1,0,2,0,0,0,0,3
1,1,0,1,1,8,8,0,3,4,1,2,0,2,0,2,1,2,0,0,1,0,0,0,2,2,2,1,2,14,0,0,0,1,0,2,0,0,0,0,3
1,2,0,1,1,8,8,0,3,4,1,2,0,2,0,2,1,2,0,0,1,0,0,0,2,0,2,1,2,14,0,0,0,1,0,2,0,0,0,1,3
1,1,0,1,1,8,8,0,3,4,1,2,0,1,0,2,2,2,0,0,1,0,0,0,2,0,1,1,2,7,0,1,0,1,1,2,0,0,0,0,3
1,1,0,1,1,8,8,0,3,5,1,2,0,1,0,2,2,2,0,0,1,0,0,0,2,0,1,1,2,14,0,0,0,1,1,2,0,0,0,1,3
1,1,2,0,0,8,8,0,3,5,1,2,0,1,0,2,2,2,0,0,1,0,0,0,2,0,1,1,2,14,0,0,0,2,1,2,0,0,0,0,3
1,1,5,0,0,8,8,0,3,5,1,2,0,1,0,2,2,2,0,0,1,0,0,0,2,1,1,1,2,14,0,0,0,2,1,2,0,0,0,1,3
1,1,2,0,1,8,8,0,3,2,1,2,0,1,0,0,1,2,0,0,1,0,0,0,0,0,1,1,2,7,0,1,0,1,0,0,1,0,0,0,3
1,1,10,1,1,8,8,0,3,2,1,2,0,1,0,0,1,2,0,0,1,0,0,0,0,1,2,2,2,7,0,1,0,1,0,0,0,0,0,1,3
1,1,0,1,0,8,8,0,3,5,1,2,0,1,0,0,2,2,0,0,1,0,0,0,0,2,2,2,2,14,0,0,0,1,0,0,1,0,0,0,3
1,1,0,1,0,8,8,0,3,2,1,2,0,1,0,0,1,2,0,0,1,0,0,0,0,1,2,2,2,14,0,1,0,2,0,2,1,0,0,1,3
1,1,0,1,0,8,8,0,3,4,1,2,0,2,0,0,1,2,0,0,1,0,0,0,0,0,2,2,2,14,0,0,0,2,0,0,1,1,0,0,3
1,1,0,0,0,8,7,0,3,4,1,2,0,1,0,0,1,2,0,0,1,0,0,2,0,2,2,2,2,0,1,1,0,2,0,0,1,1,0,1,2
1,1,0,0,0,8,7,0,3,4,1,2,0,1,1,0,1,2,0,0,1,0,0,0,0,2,1,1,2,1,0,1,1,2,1,0,1,1,0,0,2
1,1,2,0,0,8,7,0,3,4,1,2,0,1,0,0,1,2,0,0,1,0,0,0,2,2,2,2,2,14,0,0,0,1,0,0,1,0,0,1,3
1,1,2,0,0,8,7,0,3,5,1,2,0,1,0,0,1,2,0,0,1,0,0,0,2,2,2,2,2,14,0,0,0,1,0,0,1,0,0,0,3
1,1,2,0,0,8,7,0,3,4,1,2,0,1,0,0,1,1,0,0,1,0,0,0,2,2,2,2,2,7,0,0,0,1,0,0,1,0,0,0,3
1,1,2,0,0,8,7,0,3,2,1,0,0,1,0,0,1,1,0,0,1,0,0,0,2,2,2,2,2,14,0,0,0,1,0,0,1,0,0,0,3
1,1,0,0,0,8,7,0,3,2,1,0,0,1,0,0,1,1,0,0,1,0,0,0,2,2,2,2,2,7,0,1,0,1,0,0,1,0,0,0,3
1,1,0,0,0,8,7,0,3,2,1,2,0,1,0,0,1,1,0,0,1,0,0,0,2,2,2,2,2,14,0,0,0,1,0,0,1,0,0,0,3
1,1,0,0,0,8,7,0,3,2,1,2,0,1,0,2,1,0,0,0,1,0,0,0,2,2,1,2,2,35,0,1,1,1,0,0,1,1,0,0,2
1,1,2,0,1,8,7,0,2,2,1,2,0,1,0,2,2,0,0,0,1,0,0,0,2,1,2,2,2,14,0,0,0,1,0,0,1,0,0,0,3
1,1,2,0,1,7.473673469,7,0,3,2,1,2,0,1,0,2,2,0,0,0,1,0,0,0,2,1,2,2,2,14,0,0,0,1,0,0,0,0,0,0,3
1,1,0,0,0,7.445306122,7,0,3,2,1,2,0,1,0,2,2,0,0,0,1,0,0,0,2,1,2,2,2,14,0,0,0,1,0,2,0,0,0,0,3
1,1,0,0,0,7.416938776,7,0,3,2,1,2,0,2,0,2,2,2,0,0,1,0,0,0,2,1,1,2,2,35,0,0,1,2,0,0,0,0,0,0,3
1,1,0,1,0,7.388571429,7,0,3,2,1,0,0,1,0,2,2,2,0,0,1,0,0,0,2,1,1,2,2,1,0,1,1,1,0,2,0,0,0,1,3
1,1,0,1,0,8,9,0,3,2,1,0,0,0,0,2,1,2,0,0,1,0,0,0,2,0,2,2,2,14,0,0,0,1,0,2,1,0,0,0,3
1,1,2,1,0,10,10,0,3,2,1,2,0,0,0,2,1,2,0,0,1,0,0,0,2,0,2,2,2,1,0,1,1,1,0,2,0,0,0,0,3
1,1,5,1,0,8,10,0,3,2,1,2,0,0,0,0,0,2,0,0,1,0,0,0,2,0,2,2,2,14,0,0,0,1,0,2,0,0,0,1,3
1,1,2,1,0,10,8,0,3,2,1,2,0,0,0,0,0,2,0,0,1,0,0,0,2,0,2,2,2,1,0,0,1,1,0,2,0,0,0,0,3
1,1,10,1,0,9,8,0,3,2,1,2,0,0,0,0,0,2,0,0,1,0,0,0,2,0,2,2,2,14,0,0,0,1,0,2,0,0,0,1,3
1,1,0,1,0,11,8,0,3,2,1,2,0,0,0,0,0,2,0,0,1,0,0,0,2,2,2,2,2,14,0,0,0,1,0,2,0,0,0,0,3
1,1,0,1,0,12,8,0,3,2,1,2,0,1,1,0,1,2,0,0,1,0,0,0,2,2,2,2,2,35,0,0,0,2,0,2,0,1,0,1,3
1,1,0,1,0,10,8,0,3,2,1,2,0,1,0,0,1,2,0,0,1,0,0,0,2,2,1,1,2,14,0,0,0,1,0,0,0,1,0,0,3
1,1,0,1,0,10,8,0,3,2,1,2,0,2,0,1,1,2,0,0,1,0,0,0,2,2,2,2,2,14,0,0,0,1,0,0,0,0,0,1,3
1,1,0,0,1,11,8,0,3,2,1,2,0,1,0,1,2,2,0,0,1,0,0,0,0,2,2,1,2,14,0,0,0,1,0,2,0,0,0,1,3
1,1,2,0,1,8,8,0,3,2,1,2,0,2,0,1,2,2,0,0,1,0,0,0,0,2,2,1,2,14,0,0,0,1,0,2,0,0,0,1,3
1,1,2,0,1,9,8,0,3,4,1,2,0,2,0,1,2,2,0,0,1,0,0,0,0,2,2,1,2,14,0,0,0,1,0,2,0,0,0,1,3
1,1,2,0,1,10,8,0,3,5,1,2,0,2,0,1,2,2,0,0,1,0,0,0,2,2,1,1,2,14,0,0,0,1,1,2,0,0,0,1,3
1,1,2,0,1,11,9,0,3,5,1,2,0,2,0,1,2,2,0,0,1,0,0,0,2,2,2,2,2,14,0,0,0,1,0,2,0,0,0,1,3
1,1,0,0,0,10,9,0,3,2,1,0,0,2,0,1,2,2,0,0,1,0,0,0,2,2,2,2,2,14,0,0,0,1,1,2,0,0,0,0,3
1,1,0,0,0,10,9,0,3,2,1,0,0,1,0,1,2,2,0,0,1,0,0,0,2,2,2,2,2,14,0,0,0,1,0,2,0,0,0,0,3
1,1,0,1,1,10,9,0,3,2,1,0,0,1,0,2,2,2,0,0,1,0,0,0,2,2,2,2,2,14,0,0,0,1,0,2,0,0,0,0,3
1,1,2,1,1,10,9,0,3,2,1,0,0,1,0,2,2,2,0,0,1,0,0,0,2,0,1,1,2,14,0,0,0,1,0,2,0,0,0,0,3
1,1,2,1,0,8,10,0,3,2,1,0,0,1,0,2,2,2,0,0,1,0,0,0,2,0,1,1,2,14,0,0,0,1,1,2,0,0,0,0,3
1,1,0,1,0,8,10,0,3,2,1,2,0,1,0,2,1,2,0,0,1,0,0,0,2,0,2,2,2,14,0,0,0,1,0,2,0,0,0,0,3
1,1,0,1,0,8,10,0,3,5,1,2,0,1,0,2,1,2,0,0,1,0,0,2,2,2,2,1,2,14,0,0,0,1,0,2,0,0,0,0,3
1,1,0,1,0,8,10,0,3,5,1,2,0,1,0,2,1,2,0,0,1,0,0,2,2,2,2,1,2,0,1,1,0,1,0,2,0,1,0,0,1
1,1,0,0,0,9,8,0,3,5,1,2,0,1,0,2,1,2,0,0,1,0,0,2,2,2,2,1,2,14,0,0,0,1,0,2,0,0,0,0,3
1,1,2,0,1,9,8,0,3,5,1,0,0,2,0,2,1,2,0,0,1,0,0,0,2,2,2,1,2,14,0,0,0,1,0,2,0,0,0,0,3
1,1,5,1,1,8,8,0,3,5,1,0,0,2,0,2,1,2,0,0,1,0,0,0,2,2,2,1,2,14,0,0,0,1,0,2,0,0,0,0,3
1,1,2,1,1,9,8,0,3,5,1,0,0,2,0,2,1,2,0,0,1,0,0,0,2,0,2,1,2,14,0,0,0,1,0,2,0,0,0,1,3
1,1,10,1,1,8,8,0,3,5,1,0,0,1,0,2,2,2,0,0,1,0,0,0,2,0,1,1,2,7,0,1,0,1,1,2,0,0,0,0,3
1,1,0,1,1,11,8,0,3,5,1,0,0,1,0,2,2,2,0,0,1,0,0,0,2,0,1,1,2,14,0,0,0,1,1,2,0,0,0,1,3
1,1,0,0,0,12,8,0,3,5,1,2,0,1,0,2,2,2,0,0,1,0,0,0,2,0,1,1,2,14,0,0,0,2,1,2,0,0,0,0,3
1,1,0,0,0,12,8,0,3,5,1,2,0,1,0,2,2,2,0,0,1,0,0,0,2,1,1,1,2,14,0,0,0,2,1,2,0,0,0,1,3
1,1,0,0,1,10,8,0,3,5,1,2,0,1,0,0,1,2,0,0,1,0,0,0,0,0,1,1,2,7,0,1,0,1,0,0,1,0,0,0,3
1,1,0,1,1,11,10,0,3,5,1,2,0,1,0,0,1,2,0,0,1,0,0,0,0,1,2,2,2,7,0,1,0,1,0,0,0,0,0,1,3
1,1,2,1,0,8,10,0,3,5,1,2,0,1,0,0,2,2,0,0,1,0,0,0,0,2,2,2,2,14,0,0,0,1,0,0,1,0,0,0,3
1,1,2,1,0,8,10,0,3,5,1,2,0,1,0,0,1,2,0,0,1,0,0,0,0,1,2,2,2,14,0,1,0,2,0,2,1,0,0,1,3
1,1,2,1,0,7,5,0,3,2,1,2,0,2,0,0,1,2,0,0,1,0,0,0,0,0,2,2,2,14,0,0,0,2,0,0,1,1,0,0,3
1,1,2,0,0,9,9,0,3,5,1,2,0,1,0,0,1,2,0,0,1,0,0,2,0,2,2,2,2,0,1,1,0,2,0,0,1,1,0,1,2
1,1,0,0,0,9,9,0,3,5,1,2,0,1,1,0,1,2,0,0,1,0,0,0,0,2,1,1,2,1,0,1,1,2,1,0,1,1,0,0,2
1,1,0,0,0,9,10,0,3,2,1,2,0,1,0,0,1,2,0,0,1,0,0,0,2,2,2,2,2,14,0,0,0,1,0,0,1,0,0,1,3
1,1,0,0,0,7,6,0,3,2,1,2,0,1,0,0,1,2,0,0,1,0,0,0,2,2,2,2,2,14,0,0,0,1,0,2,1,0,0,0,3
1,1,2,0,0,7,8,0,3,2,1,2,0,1,0,0,1,1,0,0,1,0,0,0,2,2,2,2,2,7,0,0,0,1,0,2,1,0,0,0,3
1,1,2,0,0,10,8,0,3,2,1,0,0,1,0,0,1,1,0,0,1,0,0,0,2,2,2,2,2,14,0,0,0,1,0,2,1,0,0,0,3
1,1,0,0,0,10,8,0,3,2,1,0,0,1,0,0,1,1,0,0,1,0,0,0,2,2,2,2,2,7,0,1,0,1,0,2,1,0,0,0,3
1,1,0,0,0,8,8,0,3,2,1,2,0,1,0,0,1,1,0,0,1,0,0,0,2,2,2,2,2,14,0,0,0,1,0,2,1,0,0,0,3
1,1,0,0,0,8,10,0,3,2,1,2,0,1,0,2,1,0,0,0,1,0,0,0,2,2,1,2,2,35,0,1,1,1,0,2,1,1,0,0,2
1,1,0,0,1,8,9,0,3,2,1,2,0,1,0,2,2,0,0,0,1,0,0,0,2,1,2,2,2,14,0,0,0,1,0,2,1,0,0,0,3
1,2,2,0,1,10,10,0,3,2,1,2,0,1,0,2,2,0,0,0,1,0,0,0,2,1,2,2,2,14,0,0,0,1,0,0,0,0,0,0,3
1,2,5,0,0,8,10,0,3,2,1,2,0,1,0,2,2,0,0,0,1,0,0,0,2,1,2,2,2,14,0,0,0,1,0,2,0,0,0,0,3
1,2,2,0,0,10,8,0,3,2,1,2,0,2,0,2,2,2,0,0,1,0,0,0,2,1,1,2,2,35,0,0,1,2,0,0,0,0,0,0,3
1,2,10,1,0,9,8,0,3,2,1,0,0,1,0,2,2,2,0,0,1,0,0,0,2,1,1,2,2,1,0,1,1,1,0,2,0,0,0,1,3
1,2,0,1,0,11,8,0,3,2,1,0,0,0,0,2,1,2,0,0,1,0,0,0,2,0,2,2,2,14,0,0,0,1,0,2,1,0,0,0,3
1,2,0,1,0,12,8,0,3,2,1,2,0,0,0,2,1,2,0,0,1,0,0,0,2,0,2,2,2,1,0,1,1,1,0,2,0,0,0,0,3
1,2,0,1,0,10,8,0,3,2,1,2,0,0,0,0,0,2,0,0,1,0,0,0,2,0,2,2,2,14,0,0,0,1,0,2,0,0,0,1,3
1,2,0,1,0,10,8,0,3,2,1,2,0,0,0,0,0,2,0,0,1,0,0,0,2,0,2,2,2,1,0,0,1,1,0,2,0,0,0,0,3
1,2,0,1,0,11,8,0,3,2,1,2,0,0,0,0,0,2,0,0,1,0,0,0,2,0,2,2,2,14,0,0,0,1,0,2,0,0,0,1,3
1,2,2,1,0,8,8,0,3,2,1,2,0,0,0,0,0,2,0,0,1,0,0,0,2,2,2,2,2,14,0,0,0,1,0,2,0,0,0,0,3
1,2,2,1,0,9,8,0,3,2,1,2,0,1,1,0,1,2,0,0,1,0,0,0,2,2,2,2,2,35,0,0,0,2,0,2,0,1,0,1,3
1,1,2,1,0,10,8,0,3,0,1,2,0,1,0,0,1,2,0,0,1,0,0,0,2,2,1,1,2,14,0,0,0,1,0,0,0,1,0,0,3
1,1,2,1,0,11,9,0,3,5,1,2,0,2,0,1,1,2,0,0,1,0,0,0,2,2,2,2,2,14,0,0,0,1,0,0,0,0,0,1,3
1,1,0,0,1,10,9,0,3,2,1,0,0,1,0,1,2,2,0,0,1,0,0,0,0,2,2,1,2,14,0,0,0,1,0,2,0,0,0,1,3
1,1,0,0,1,10,9,0,3,2,1,0,0,2,0,1,2,2,0,0,1,0,0,0,0,2,2,1,2,14,0,0,0,1,0,2,0,0,0,1,3
1,1,0,0,1,10,9,0,3,5,1,0,0,2,0,1,2,2,0,0,1,0,0,0,0,2,2,1,2,14,0,0,0,1,0,2,0,0,0,1,3
1,1,8,0,1,10,9,0,3,0,1,0,0,2,0,1,2,2,0,0,1,0,0,0,2,2,1,1,2,14,0,0,0,1,1,2,0,0,0,1,3
1,1,2,0,1,8,10,0,3,5,1,0,0,2,0,1,2,2,0,0,1,0,0,0,2,2,2,2,2,14,0,0,0,1,0,2,0,0,0,1,3
1,1,0,0,0,8,10,0,3,5,1,2,0,2,0,1,2,2,0,0,1,0,0,0,2,2,2,2,2,14,0,0,0,1,1,2,0,0,0,0,3
1,1,0,0,0,8,10,0,3,5,1,2,0,1,0,1,2,2,0,0,1,0,0,0,2,2,2,2,2,14,0,0,0,1,0,2,0,0,0,0,3
1,1,0,1,1,8,10,0,3,5,1,0,0,1,0,2,2,2,0,0,1,0,0,0,2,2,2,2,2,14,0,0,0,1,0,2,0,0,0,0,3
1,1,0,1,1,9,8,0,3,2,1,0,0,1,0,2,2,2,0,0,1,0,0,0,2,0,1,1,2,14,0,0,0,1,0,2,0,0,0,0,3
1,1,2,1,0,9,8,0,3,5,1,2,0,1,0,2,2,2,0,0,1,0,0,0,2,0,1,1,2,14,0,0,0,1,1,2,0,0,0,0,3
1,1,5,1,0,8,8,0,3,5,1,2,0,1,0,2,1,2,0,0,1,0,0,0,2,0,2,2,2,14,0,0,0,1,0,2,0,0,0,0,3
1,2,2,1,0,9,8,0,3,2,1,2,0,1,0,2,1,2,0,0,1,0,0,2,2,2,2,1,2,14,0,0,0,1,0,2,0,0,0,0,3
1,2,10,1,0,8,8,0,3,5,1,2,0,1,0,2,1,2,0,0,1,0,0,2,2,2,2,1,2,0,1,1,0,1,0,2,0,1,0,0,1
1,2,0,0,0,11,8,0,3,0,1,0,0,1,0,2,1,2,0,0,1,0,0,2,2,2,2,1,2,14,0,0,0,1,0,2,0,0,0,0,3
1,2,0,0,1,12,8,0,3,5,1,0,0,2,0,2,1,2,0,0,1,0,0,0,2,2,2,1,2,14,0,0,0,1,0,2,0,0,0,0,3
1,2,0,1,1,12,8,0,3,2,1,0,0,2,0,2,1,2,0,0,1,0,0,0,2,2,2,1,2,14,0,0,0,1,0,2,0,0,0,0,3
1,2,0,1,1,10,8,0,3,0,1,0,0,2,0,2,1,2,0,0,1,0,0,0,2,0,2,1,2,14,0,0,0,1,0,2,0,0,0,1,3
1,2,0,1,1,11,10,0,3,4,1,0,0,1,0,2,2,2,0,0,1,0,0,0,2,0,1,1,2,7,0,1,0,1,1,2,0,0,0,0,3
1,2,2,1,1,8,10,0,3,4,1,0,0,1,0,2,2,2,0,0,1,0,0,0,2,0,1,1,2,14,0,0,0,1,1,2,0,0,0,1,3
1,2,2,0,0,8,10,0,3,4,1,0,0,1,0,2,2,2,0,0,1,0,0,0,2,0,1,1,2,14,0,0,0,2,1,2,0,0,0,0,3
1,1,2,0,0,7,5,0,3,4,1,2,0,1,0,2,2,2,0,0,1,0,0,0,2,1,1,1,2,14,0,0,0,2,1,2,0,0,0,1,3
1,1,2,0,1,9,9,0,3,4,1,2,0,1,0,0,1,2,0,0,1,0,0,0,0,0,1,1,2,7,0,1,0,1,0,0,1,0,0,0,3
1,1,0,1,1,9,9,0,3,4,1,2,0,1,0,0,1,2,0,0,1,0,0,0,0,1,2,2,2,7,0,1,0,1,0,0,0,0,0,1,3
1,1,0,1,0,9,10,0,3,4,1,2,0,1,0,0,2,2,0,0,1,0,0,0,0,2,2,2,2,14,0,0,0,1,0,0,1,0,0,0,3
1,1,0,1,0,7,6,0,3,4,1,2,0,1,0,0,1,2,0,0,1,0,0,0,0,1,2,2,2,14,0,1,0,2,0,2,1,0,0,1,3
1,1,2,1,0,7,8,0,3,4,1,2,0,2,0,0,1,2,0,0,1,0,0,0,0,0,2,2,2,14,0,0,0,2,0,0,1,1,0,0,3
1,1,2,0,0,10,8,0,3,4,1,2,0,1,0,0,1,2,0,0,1,0,0,2,0,2,2,2,2,0,1,1,0,2,0,0,1,1,0,1,2
1,1,0,0,0,10,8,0,3,4,1,2,0,1,1,0,1,2,0,0,1,0,0,0,0,2,1,1,2,1,0,1,1,2,1,0,1,1,0,0,2
1,1,0,0,0,8,8,0,3,4,1,2,0,1,0,0,1,2,0,0,1,0,0,0,2,2,2,2,2,14,0,0,0,1,0,0,1,0,0,1,3
1,1,0,0,0,8,10,0,3,4,1,2,0,1,0,0,1,2,0,0,1,0,0,0,2,2,2,2,2,14,0,0,0,1,0,2,1,0,0,0,3
1,1,0,0,0,8,8,0,3,4,1,2,0,1,0,0,1,1,0,0,1,0,0,0,2,2,2,2,2,7,0,0,0,1,0,2,1,0,0,0,3
1,1,2,0,0,8,8,0,3,4,1,0,0,1,0,0,1,1,0,0,1,0,0,0,2,2,2,2,2,14,0,0,0,1,0,2,1,0,0,0,3
1,1,5,0,0,9,5,0,3,4,1,0,0,1,0,0,1,1,0,0,1,0,0,0,2,2,2,2,2,7,0,1,0,1,0,2,1,0,0,0,3
1,2,2,0,0,9,8,0,3,4,1,2,0,1,0,0,1,1,0,0,1,0,0,0,2,2,2,2,2,14,0,0,0,1,0,2,1,0,0,0,3
1,2,10,0,0,9,8,0,3,4,1,2,0,1,0,2,1,0,0,0,1,0,0,0,2,2,1,2,2,35,0,1,1,1,0,2,1,1,0,0,2
1,2,0,0,1,8,8,0,3,4,0,2,0,1,0,2,2,0,0,0,1,0,0,0,2,1,2,2,2,14,0,0,0,1,0,2,1,0,0,0,3
1,2,0,0,1,8,8,0,3,4,0,2,0,1,0,2,2,0,0,0,1,0,0,0,2,1,2,2,2,14,0,0,0,1,0,0,0,0,0,0,3
1,1,0,0,0,8,8,0,3,4,0,2,0,1,0,2,2,0,0,0,1,0,0,0,2,1,2,2,2,14,0,0,0,1,0,2,0,0,0,0,3
1,1,0,0,0,8,8,0,3,2,0,2,0,2,0,2,2,2,0,0,1,0,0,0,2,1,1,2,2,35,0,0,1,2,0,0,0,0,0,0,3
1,3,0,1,0,8,8,0,3,2,1,0,0,1,0,2,2,2,0,0,1,0,0,0,2,1,1,2,2,1,0,1,1,1,0,2,0,0,0,1,3
1,3,2,1,0,8,8,0,3,2,1,0,0,0,0,2,1,2,0,0,1,0,0,0,2,0,2,2,2,14,0,0,0,1,0,2,1,0,0,0,3
1,2,2,1,0,8,8,0,3,2,1,2,0,0,0,2,1,2,0,0,1,0,0,0,2,0,2,2,2,1,0,1,1,1,0,2,0,0,0,0,3
1,1,2,1,0,8,8,0,3,2,1,2,0,0,0,0,0,2,0,0,1,0,0,0,2,0,2,2,2,14,0,0,0,1,0,2,0,0,0,1,3
1,1,2,1,0,8,8,0,3,2,1,2,0,0,0,0,0,2,0,0,1,0,0,0,2,0,2,2,2,1,0,0,1,1,0,2,0,0,0,0,3
1,3,0,1,0,8,8,0,3,2,1,2,0,0,0,0,0,2,0,0,1,0,0,0,2,0,2,2,2,14,0,0,0,1,0,2,0,0,0,1,3
1,2,0,1,0,8,8,0,3,2,1,2,0,0,0,0,0,2,0,0,1,0,0,0,2,2,2,2,2,14,0,0,0,1,0,2,0,0,0,0,3
1,2,0,1,0,8,8,0,3,2,1,2,0,1,1,0,1,2,0,0,1,0,0,0,2,2,2,2,2,35,0,0,0,2,0,2,0,1,0,1,3
1,2,2,1,0,8,8,0,3,2,1,2,0,1,0,0,1,2,0,0,1,0,0,0,2,2,1,1,2,14,0,0,0,1,0,0,0,1,0,0,3
1,1,2,0,0,8,8,0,1,5,0,3,3,1,0,1,1,2,0,0,2,1,0,0,2,2,1,1,2,1,0,0,1,2,1,1,1,1,0,1,2
1,2,0,1,0,8,8,0,3,2,1,2,0,1,1,0,1,2,0,0,1,0,0,0,2,2,2,2,2,35,0,0,0,2,0,2,0,1,0,1,3
1,2,2,1,0,8,8,0,3,2,1,2,0,1,0,0,1,2,0,0,1,0,0,0,2,2,1,1,2,14,0,0,0,1,0,0,0,1,0,0,3
1,2,2,1,0,8,8,0,3,2,1,2,0,2,0,1,1,2,0,0,1,0,0,0,2,2,2,2,2,14,0,0,0,1,0,0,0,0,0,1,3
